Q24789_10_40.4105_230.804_1.85551_-3.38267||26,9,0,0,0,0,0,16,72,0,0,0,0,0,0,34,72,0,0,0,0,0,0,42,25,0,0,0,20,5,0,12,20,23,17,0,0,0,5,16,72,25,0,0,0,0,0,26,72,9,0,0,0,0,0,40,37,0,0,0,19,8,0,13,14,26,24,12,5,0,0,8,72,38,14,0,0,0,0,15,72,28,0,0,0,0,0,19,41,0,0,0,19,0,0,5,15,30,31,22,0,0,0,9,53,39,31,9,0,0,0,17,72,18,0,0,0,0,0,19,37,5,0,0,15,0,0,0
Q24789_11_43.2787_210.342_1.71463_-1.00743||0,0,0,0,0,52,44,0,22,5,0,0,0,52,52,26,43,10,0,0,0,17,21,33,26,11,21,29,23,8,0,11,11,0,0,0,18,52,38,5,52,33,0,0,8,34,35,27,52,28,0,0,0,0,7,29,39,14,13,9,0,0,5,18,24,0,0,0,32,33,17,15,52,17,0,0,12,11,5,39,49,8,0,0,0,0,9,52,40,0,0,0,0,0,5,35,18,0,0,0,9,17,27,26,36,0,0,0,0,5,17,45,24,0,0,0,0,0,26,52,21,0,0,0,0,0,21,52
Q24789_12_47.9711_489.402_1.691_-2.10755||20,16,16,21,9,0,0,10,47,32,14,24,23,0,0,4,46,14,4,29,32,6,0,22,43,11,11,21,15,0,0,25,44,22,9,17,18,6,0,19,48,18,9,26,24,4,0,17,39,19,11,43,44,0,0,19,48,21,4,11,11,0,0,30,47,30,11,22,30,0,0,0,48,14,8,21,29,0,0,15,38,18,10,40,43,0,0,10,48,27,4,11,10,0,0,17,40,17,4,15,26,17,4,11,48,14,6,14,22,15,6,31,33,6,6,27,44,9,0,23,45,6,0,10,23,4,0,29
Q24789_13_50.5134_106.816_1.633_-4.68568||42,7,0,0,0,0,23,49,48,10,0,0,0,0,0,53,40,15,12,7,0,0,0,38,18,17,23,9,0,0,0,8,32,15,24,32,8,5,21,39,53,30,10,7,0,0,12,53,53,35,0,0,0,0,9,30,19,8,8,5,0,0,16,30,15,20,53,52,0,0,0,7,53,43,37,15,0,0,0,33,45,15,0,0,0,0,25,53,5,0,0,0,0,0,23,34,0,5,39,29,0,0,0,0,18,20,38,20,0,0,0,17,22,9,15,8,0,0,18,47,17,0,0,0,0,11,31,36
Q24789_14_56.8151_77.8083_1.77533_-2.81397||5,7,5,42,56,14,0,0,51,40,7,25,28,0,0,5,56,37,0,0,0,0,0,7,29,10,0,0,0,0,0,7,7,5,12,43,56,27,0,0,56,35,5,19,40,18,0,13,56,31,0,0,0,0,0,8,28,5,0,0,0,5,5,11,10,0,0,19,56,35,5,0,56,13,5,11,39,15,0,28,56,13,0,0,0,0,0,21,26,7,0,0,7,5,0,5,0,0,12,46,52,22,5,0,51,26,22,36,21,0,0,10,56,22,0,0,0,0,0,11,16,12,0,0,11,8,0,0
Q24789_15_58.7125_38.8583_1.88025_0.761593||0,21,20,0,5,18,13,0,33,17,16,5,11,23,9,10,69,35,0,0,0,5,5,10,50,32,0,0,0,0,0,0,5,17,11,5,9,26,21,0,49,11,5,7,20,26,9,10,69,33,0,0,0,0,0,7,58,27,0,0,0,0,0,0,0,23,22,13,18,19,9,0,51,0,9,12,30,34,13,25,69,20,0,0,0,7,7,26,55,25,0,0,5,0,0,0,0,11,12,9,32,42,0,0,54,7,0,7,29,50,15,24,69,11,0,0,0,5,7,24,52,13,0,5,5,0,0,5
Q24789_16_58.8723_211.338_1.75191_-1.28105||36,9,0,0,0,0,7,38,47,5,0,0,0,0,5,54,46,7,0,0,0,0,0,47,14,8,5,7,5,7,5,20,28,8,0,0,0,0,16,42,36,15,0,0,0,5,24,54,54,19,0,0,0,0,5,54,34,13,0,0,7,7,0,27,32,9,0,0,0,0,19,35,52,42,8,0,0,0,15,36,54,54,0,0,0,0,5,22,33,27,7,0,0,5,18,9,19,16,14,5,0,0,19,26,54,38,5,0,0,0,5,41,54,27,0,0,0,15,32,31,16,7,0,0,0,23,50,19
Q24789_17_59.2808_487.06_1.6754_-2.45387||25,21,0,4,22,17,6,11,33,42,8,9,26,14,0,0,37,35,6,9,29,15,0,0,30,27,6,10,35,9,0,0,39,20,0,0,9,9,16,49,36,27,0,4,21,37,13,17,52,32,4,8,19,21,9,15,29,20,4,11,41,18,0,6,52,0,0,0,0,6,14,52,36,6,0,0,16,32,23,38,52,16,0,0,13,15,6,15,31,16,0,4,42,26,0,9,52,0,0,0,0,0,10,52,44,0,0,0,0,6,30,49,52,14,0,0,13,9,8,33,25,13,0,4,32,16,8,17
Q24789_18_60.219_189.031_1.73025_-0.281646||47,15,18,0,0,0,17,47,47,19,4,0,0,0,0,47,26,25,11,0,0,0,10,20,9,13,7,6,10,10,10,13,33,31,47,33,0,0,0,32,47,30,23,14,6,13,7,47,26,4,0,0,15,39,46,37,13,0,0,6,9,12,38,47,10,27,40,35,4,0,0,0,35,38,28,21,20,15,4,10,20,20,35,38,37,39,25,22,34,25,21,10,9,11,26,43,4,9,21,19,14,4,6,4,23,14,15,17,14,4,4,12,19,13,26,34,26,9,0,4,14,9,12,21,27,18,14,27
Q24789_19_61.1137_104.011_1.70325_1.15781||12,0,0,0,23,31,33,33,4,9,9,4,22,24,35,47,28,16,8,0,0,0,29,50,28,17,0,0,0,0,11,18,24,10,4,0,10,15,46,50,47,37,27,4,13,11,21,36,41,50,35,0,0,0,8,23,27,23,6,11,10,0,4,20,40,30,16,17,8,0,8,32,50,27,8,0,0,0,0,37,50,34,18,8,0,0,0,23,10,23,17,23,9,0,0,4,29,23,17,40,22,4,6,23,50,50,12,4,0,0,0,27,49,39,10,4,0,0,0,17,16,17,19,18,0,0,0,4
Q24789_20_63.9617_34.2991_1.7545_0.837759||0,0,0,0,13,26,16,0,41,24,0,5,19,19,0,0,71,41,0,0,0,0,0,0,57,30,0,0,0,0,0,0,0,22,21,0,7,26,14,0,51,22,16,0,12,20,9,17,71,30,0,0,0,0,0,17,62,32,0,0,0,0,0,0,5,22,17,5,15,31,15,0,58,9,7,0,21,30,9,16,71,22,0,0,0,0,0,17,65,23,0,0,0,0,0,0,0,16,15,12,13,20,15,0,48,0,5,13,25,18,7,23,71,7,0,0,0,0,0,33,59,16,0,0,0,0,0,5
Q24789_21_70.1541_349.833_1.84648_-4.68444||54,39,0,0,0,0,0,10,54,24,25,28,0,0,0,11,26,25,24,32,12,8,5,14,22,16,6,18,28,20,6,9,54,49,0,0,0,0,0,8,54,29,19,19,9,0,0,15,17,26,29,34,30,16,13,10,14,14,8,24,42,12,12,13,54,48,0,0,0,0,0,0,54,31,0,6,18,6,5,24,25,9,5,20,51,25,17,21,9,0,0,8,45,22,16,19,43,41,0,0,0,0,0,0,52,26,5,5,10,0,10,28,17,6,5,29,39,10,16,22,6,0,6,23,39,8,0,6
Q24789_22_72.9573_236.09_1.74759_-0.117094||17,21,11,6,7,7,19,25,17,22,19,15,22,13,21,21,39,46,15,4,4,4,14,27,37,44,7,0,0,6,20,19,6,26,37,0,0,0,17,19,42,32,40,12,0,4,13,24,46,46,14,6,17,13,6,20,18,20,0,4,34,39,40,19,19,40,46,6,0,0,4,27,20,29,46,37,11,8,6,12,46,20,21,20,22,25,24,28,10,0,0,0,46,46,20,12,37,10,6,0,0,4,13,42,14,4,8,16,13,20,29,22,0,0,4,19,32,30,19,13,6,0,0,0,33,41,10,7
Q24789_23_77.2022_442.083_1.84745_-0.145872||11,6,11,9,4,6,22,47,0,6,9,18,13,12,15,21,0,0,12,27,15,22,11,0,0,4,17,33,32,18,8,0,22,8,8,43,24,7,28,47,47,22,19,15,10,13,23,47,13,15,29,36,21,28,15,6,6,21,22,26,32,18,9,4,29,36,20,41,38,34,9,15,47,43,16,9,7,22,21,26,17,10,11,16,15,39,29,16,14,12,6,7,41,39,14,10,43,35,6,0,15,31,11,10,19,24,7,0,7,41,22,7,6,0,0,0,0,36,45,14,4,0,0,0,30,47,33,8
Q24789_24_77.7467_236.601_1.68937_-2.89898||34,15,10,10,0,0,0,11,48,25,10,4,0,0,0,20,18,23,19,9,0,0,17,25,6,15,19,27,14,24,22,10,37,18,11,21,19,4,0,10,48,38,21,15,7,0,0,17,15,17,21,36,38,21,30,20,0,0,0,17,21,46,47,10,28,21,41,40,18,4,0,10,48,40,27,13,10,0,0,25,23,14,7,44,48,27,4,14,6,6,10,35,40,30,15,6,0,20,48,29,6,0,0,0,15,36,48,20,26,13,0,0,7,10,14,23,48,39,0,0,10,10,26,23,31,27,10,10
Q24789_25_80.5666_189.313_1.79698_-3.22947||26,10,0,9,46,30,8,12,46,31,0,0,6,6,13,28,19,22,8,16,28,22,24,18,21,23,17,37,34,10,0,7,27,22,23,39,46,22,6,7,46,31,12,7,0,0,11,22,22,32,22,13,6,7,22,20,8,12,20,41,14,4,4,8,12,12,22,46,36,17,0,0,39,18,19,20,12,26,32,27,40,18,6,0,0,14,43,44,26,22,27,22,11,4,6,14,7,12,23,23,30,22,4,0,17,22,27,26,33,42,19,10,46,46,18,4,4,17,19,21,33,26,14,6,0,0,0,17
Q24789_26_80.8149_493.058_1.73162_0.246007||36,0,0,0,31,30,9,16,71,40,0,0,0,0,0,15,61,40,17,20,9,0,0,0,9,31,33,19,7,0,0,0,43,0,0,15,35,14,0,12,71,28,0,0,0,0,0,17,71,33,5,0,0,0,0,5,18,33,17,9,9,0,0,0,37,5,0,27,35,0,0,12,71,9,0,0,5,0,0,41,71,32,0,0,0,0,0,22,17,30,15,15,14,0,0,0,18,0,0,23,33,0,0,9,64,0,0,0,5,0,0,32,44,9,0,0,0,0,0,17,9,7,0,0,0,0,0,0
Q24789_27_83.6845_463.404_1.63121_-2.75378||13,15,11,6,23,34,16,7,11,14,15,18,21,35,26,10,14,26,22,33,25,26,21,7,25,48,22,9,0,0,0,0,9,4,0,7,18,28,29,20,15,4,4,15,38,48,23,16,48,35,11,6,10,25,21,29,36,48,20,0,0,0,0,9,34,9,6,9,10,15,42,40,30,20,20,48,37,21,10,16,48,37,17,24,12,7,4,21,48,15,0,0,0,0,0,24,46,32,13,0,0,7,15,23,36,20,12,24,20,17,25,21,38,48,14,14,9,4,4,9,35,33,4,0,0,0,0,7
Q24789_28_85.5711_367.997_1.66901_-1.87323||25,17,4,6,16,22,9,11,12,21,20,19,27,17,4,7,13,25,36,21,4,0,0,4,35,30,15,0,11,16,0,7,23,15,6,8,18,31,24,16,44,36,24,15,11,24,19,25,20,30,41,41,17,11,8,8,13,32,26,14,15,19,0,0,21,17,24,43,37,22,11,9,44,28,13,17,14,16,21,35,34,28,20,23,19,30,33,24,23,42,35,9,10,23,14,4,7,22,36,44,32,0,0,0,28,44,43,22,11,6,7,9,23,41,32,7,6,23,22,11,18,20,11,6,10,42,22,6
Q24789_29_88.2822_219.09_1.70803_-0.876232||21,12,14,8,4,11,40,37,39,13,9,0,0,0,27,52,52,17,8,10,6,0,0,41,9,9,12,22,22,14,0,0,13,25,52,29,4,6,9,10,52,28,40,17,0,0,4,32,52,25,11,13,10,0,0,35,19,11,16,31,26,12,0,9,28,25,46,22,0,0,0,24,24,39,52,21,0,0,0,4,52,47,30,0,6,9,8,20,23,12,12,8,22,23,9,13,48,16,10,0,0,0,0,49,31,25,30,0,0,0,4,33,20,31,33,0,0,0,0,14,8,22,33,6,4,4,0,0
Q24789_30_92.8536_196.897_1.68671_-0.0527385||5,0,5,11,45,24,18,19,52,12,0,0,9,14,22,52,52,14,0,0,7,7,5,35,25,31,18,0,5,5,0,8,15,14,9,28,52,18,7,5,52,43,9,10,17,9,8,21,52,22,0,0,0,0,0,24,43,12,5,0,0,0,0,23,17,18,17,16,47,39,0,0,52,27,11,5,12,5,0,35,52,8,0,0,0,0,8,52,45,17,0,0,0,0,5,27,5,21,32,20,21,16,0,0,30,22,17,14,14,7,7,32,51,18,0,0,0,0,8,45,39,7,0,0,0,0,14,38
Q24789_31_93.8345_188.767_1.78486_-0.274547||25,36,19,9,13,11,17,25,37,41,10,0,8,10,19,23,37,48,6,8,9,0,6,12,20,18,4,4,8,9,10,23,22,4,6,10,37,32,23,37,52,32,0,0,0,4,13,49,41,34,13,8,18,19,4,13,12,29,23,6,14,12,6,17,32,33,11,10,46,33,17,19,52,52,4,0,0,6,11,30,52,34,13,0,4,8,4,16,20,31,34,17,0,0,0,4,44,36,14,6,27,21,0,4,52,43,0,0,0,0,0,23,50,24,0,0,0,0,0,13,35,17,13,4,0,0,0,11
Q24789_32_95.7647_203.882_1.78169_-0.364227||14,18,18,10,35,45,12,0,49,49,12,4,14,9,0,12,49,40,0,0,0,0,0,15,40,24,6,0,0,0,0,4,15,19,38,23,23,18,4,9,49,32,13,4,6,4,0,40,49,24,0,0,0,0,0,38,37,31,0,0,0,0,6,15,14,20,32,35,27,6,0,10,44,49,21,12,8,4,0,21,49,38,0,0,0,0,11,30,26,6,0,0,0,0,26,39,26,10,21,29,23,9,9,42,34,22,12,15,24,8,10,32,30,16,12,4,0,12,39,35,16,10,9,4,0,9,44,35
Q24789_33_96.7094_433.01_1.78869_-1.43851||0,0,0,8,8,26,48,8,0,0,0,0,8,50,41,4,23,4,0,0,9,50,39,25,28,9,0,0,0,14,29,36,0,0,12,13,0,16,50,27,15,4,4,8,6,50,50,20,50,21,0,0,0,37,30,27,26,11,0,0,0,21,32,23,0,0,26,29,8,10,30,22,15,18,24,28,10,25,28,13,42,22,13,0,0,20,33,30,11,0,0,0,0,30,49,22,0,0,0,4,4,13,49,39,0,6,4,6,6,26,50,23,0,6,0,0,0,34,49,23,4,0,0,0,0,23,47,22
Q24789_34_96.7094_433.01_1.78869_-3.55799||35,49,8,0,0,0,0,0,31,43,15,0,0,14,15,12,14,35,11,0,0,34,20,4,36,49,0,0,0,13,9,8,39,49,12,0,6,0,0,8,24,24,18,23,24,22,15,10,49,49,9,11,6,18,15,19,49,49,0,0,0,0,0,15,44,44,12,0,0,0,0,6,25,30,39,46,14,4,0,4,49,27,28,37,4,0,0,23,49,23,0,0,0,0,0,21,29,33,28,11,0,0,0,0,31,28,19,22,0,0,0,0,31,28,42,29,0,0,0,6,44,17,16,9,0,0,0,31
Q24789_35_101.347_409.031_1.77852_-2.04468||24,17,4,0,16,18,19,21,10,13,0,0,21,44,36,13,36,17,0,0,0,20,35,35,20,0,0,0,0,20,36,28,34,26,0,0,34,44,6,7,33,29,0,0,26,43,13,16,23,29,0,0,16,40,22,16,23,7,0,0,4,23,30,40,22,17,0,0,44,44,13,13,32,7,0,0,19,27,34,43,13,14,9,4,20,34,27,29,34,35,8,0,6,11,8,19,9,0,0,21,44,36,17,11,0,0,0,20,23,20,40,34,9,7,4,0,6,7,44,44,39,24,0,0,0,0,28,44
Q24789_36_101.347_409.031_1.77852_-4.51131||16,31,34,9,17,18,8,15,20,36,38,4,0,0,18,25,44,22,17,13,6,0,7,43,31,4,9,44,41,0,0,26,4,37,44,18,14,6,0,4,24,35,44,20,8,4,0,9,44,19,28,39,16,0,0,24,44,6,6,30,30,0,0,27,8,7,18,31,38,11,0,4,44,22,15,15,18,7,0,14,35,16,13,27,39,9,0,10,44,24,13,12,13,4,0,22,0,6,34,42,25,0,0,0,21,40,36,22,7,0,0,0,16,35,32,39,18,0,0,0,25,44,23,7,0,0,0,0
Q24789_37_102.155_178.055_1.68702_-2.31204||0,0,8,25,44,34,8,0,12,9,16,21,36,16,16,30,6,8,17,44,38,12,14,15,20,39,30,44,22,0,0,0,0,9,12,24,41,27,10,4,27,29,36,23,33,15,8,17,13,19,40,42,30,4,6,7,17,38,39,43,24,0,0,0,6,9,11,16,44,30,8,7,44,34,15,14,32,22,7,23,28,19,17,31,37,19,7,9,21,34,32,15,9,7,9,22,16,24,12,13,32,14,7,14,22,44,21,15,28,14,0,0,13,15,6,7,35,36,12,10,28,21,4,0,4,11,12,27
Q24789_38_101.967_251.024_1.77551_-0.721093||16,6,0,0,6,12,12,21,42,18,4,0,0,0,12,48,28,11,7,34,36,17,22,34,11,0,4,35,38,17,34,38,10,12,4,0,10,11,9,13,48,19,0,0,0,0,7,37,48,20,9,29,34,10,4,30,17,9,6,42,48,17,9,13,11,31,11,4,4,0,0,0,38,47,19,0,0,0,0,7,48,27,14,14,26,34,18,27,14,7,16,33,48,46,9,10,22,39,17,0,0,4,6,10,14,40,24,0,0,11,20,12,31,30,27,19,10,11,17,28,16,14,41,48,20,14,0,11
Q24789_39_103.884_232.64_1.9301_-1.66947||32,21,14,7,10,20,15,31,45,22,22,0,0,5,9,48,45,33,13,0,0,0,0,15,29,23,18,18,0,0,0,5,27,12,0,0,26,41,17,24,56,26,8,0,5,9,10,46,50,48,22,0,0,0,0,10,36,27,13,10,0,0,0,0,30,36,14,0,13,30,12,9,56,48,0,0,0,0,0,24,56,36,17,0,0,0,0,16,23,30,12,0,0,0,0,0,21,38,23,5,7,10,7,12,56,40,5,0,0,5,8,52,47,20,0,0,0,0,13,48,23,18,0,0,0,0,0,20
Q24789_40_108.299_242.434_1.72599_-4.04578||21,13,10,12,15,8,12,14,9,9,6,17,51,21,13,14,23,26,4,6,17,10,19,45,13,19,10,11,17,16,21,28,17,15,31,29,22,17,8,9,17,9,0,15,53,35,4,11,53,39,8,6,17,12,0,18,24,30,15,13,37,22,6,8,0,0,36,53,53,4,0,0,14,10,10,48,53,13,0,6,53,19,8,14,13,6,4,26,27,4,0,14,43,20,6,17,0,0,17,53,33,6,0,0,4,0,27,53,25,0,0,4,34,21,38,40,9,0,0,21,25,11,14,24,23,12,6,14
Q24789_41_110.887_408.685_1.83022_0.99047||0,0,0,6,13,45,40,0,10,17,18,6,25,45,27,4,20,45,21,4,6,13,20,15,43,39,4,0,4,11,24,24,4,6,35,43,19,26,20,0,27,26,32,28,6,13,15,20,42,43,23,7,4,4,0,27,16,22,25,29,20,20,22,15,7,13,28,38,11,13,7,0,13,16,39,45,13,0,0,8,45,45,25,15,9,4,0,17,22,28,17,25,45,32,0,0,10,32,16,11,10,15,6,0,12,28,17,26,32,17,0,0,37,45,9,9,22,21,0,0,13,15,0,15,45,40,0,0
Q24789_42_110.887_408.685_1.83022_-3.37655||18,15,15,34,35,19,19,9,29,32,41,18,6,8,22,19,11,33,45,13,0,7,42,23,0,16,45,16,0,4,34,18,11,6,6,10,16,17,45,42,17,7,6,4,6,41,44,32,28,16,4,0,0,22,45,35,17,24,22,6,0,0,43,29,16,6,27,31,17,9,23,31,27,9,12,15,13,29,32,31,45,31,4,0,4,13,11,18,28,26,20,8,0,0,19,24,0,7,41,45,14,0,0,0,28,16,26,45,20,4,13,10,45,31,16,9,0,0,4,10,14,15,19,18,6,0,15,15
Q24789_43_112.581_259.183_1.86225_-1.20821||23,31,27,8,4,0,10,11,9,27,45,11,0,0,15,15,30,41,31,16,10,14,16,15,19,20,6,16,34,47,30,12,27,21,14,15,10,8,20,19,27,12,15,20,12,7,33,39,47,37,27,37,19,8,10,28,11,16,18,47,47,26,14,0,26,17,7,12,11,9,17,33,38,19,15,26,16,7,11,19,47,25,10,18,24,23,23,39,14,14,13,38,47,37,18,14,29,21,4,0,6,4,10,23,26,14,8,10,17,15,11,22,31,6,0,0,6,22,32,35,14,12,0,0,14,32,26,12
Q24789_44_113.988_246.74_1.64456_-0.863907||39,22,9,15,36,18,6,9,17,10,4,24,48,22,7,11,48,28,4,10,13,7,7,29,34,12,4,0,7,11,44,48,28,15,13,21,26,42,19,16,25,12,10,30,46,46,4,11,48,33,9,11,14,12,0,20,19,17,14,19,29,15,14,10,28,22,33,41,14,11,4,18,17,15,34,48,25,14,0,4,48,26,23,23,9,9,10,25,19,6,10,11,15,22,20,22,45,13,12,19,13,9,12,39,11,7,13,43,46,25,13,15,17,18,12,19,21,10,4,6,10,4,0,0,15,17,11,14
Q24789_45_114.178_269.053_1.79628_-1.02359||20,22,25,11,7,9,12,22,40,27,25,14,10,15,21,27,23,17,19,34,17,18,45,33,47,24,19,17,4,0,27,47,21,10,12,9,11,18,20,28,29,13,7,9,19,23,33,47,39,24,21,34,19,13,32,43,47,18,19,22,15,6,14,47,4,0,7,7,16,24,20,24,28,20,7,8,23,14,20,28,47,27,11,9,15,14,27,46,30,12,8,13,25,19,22,36,9,8,0,0,9,16,12,18,12,12,7,0,0,0,21,23,19,18,19,4,0,6,34,43,27,11,6,0,4,8,22,40
Q24789_46_114.178_269.053_1.79628_-1.81782||11,12,11,21,15,16,22,10,31,22,12,12,7,8,18,22,23,33,24,27,14,10,17,18,27,39,36,27,8,4,12,30,25,4,0,0,0,13,20,19,31,18,12,4,9,25,20,24,45,37,20,15,25,15,16,34,35,23,14,18,35,16,16,42,23,10,7,4,0,0,4,19,39,45,25,6,6,12,8,24,35,45,29,20,22,21,14,22,45,45,18,20,25,12,6,14,8,8,35,26,8,4,0,12,45,24,14,15,4,4,7,35,36,27,9,6,10,23,19,24,45,43,6,0,6,12,29,38
Q24789_47_118.913_305.831_1.69173_-2.00901||0,0,0,0,20,61,13,0,0,5,11,18,26,61,12,0,0,0,9,35,29,44,9,0,0,5,5,16,16,20,19,8,0,0,0,0,24,61,26,14,12,9,13,14,12,47,39,19,32,15,21,43,31,19,23,16,5,0,9,37,47,12,13,6,16,9,0,0,22,52,23,19,24,30,31,9,8,24,24,16,38,21,23,16,32,21,20,23,6,0,0,25,61,20,12,8,38,10,0,0,6,26,12,18,38,20,13,6,11,21,11,17,0,5,9,8,22,40,25,5,0,0,0,14,36,32,23,0
Q24789_48_118.913_305.831_1.69173_-3.92724||8,10,39,26,0,0,0,8,22,18,29,29,11,0,0,21,48,20,6,0,0,0,0,53,53,0,0,0,0,0,0,53,26,9,14,13,10,9,12,31,20,13,19,28,35,21,9,15,48,27,13,9,12,9,4,28,53,6,4,0,6,8,4,53,34,13,6,0,0,4,27,33,18,18,34,30,16,16,36,28,30,15,22,20,12,32,34,16,47,0,0,0,6,21,25,53,12,0,0,0,0,4,40,29,13,6,4,4,0,13,51,34,13,10,0,4,4,26,41,18,33,0,0,0,0,8,16,37
